"","JDAY","P_mean","P_sd","P_max","P_min","P_med","P_mod","Tm_mean","Tm_sd","Tm_max","Tm_min","Tm_med","Tm_mod","Tmax_mean","Tmax_sd","Tmax_max","Tmax_min","Tmax_med","Tmax_mod","Tmin_mean","Tmin_sd","Tmin_max","Tmin_min","Tmin_med","Tmin_mod","RH_mean","RH_sd","RH_max","RH_min","RH_med","RH_mod","Qg_mean","Qg_sd","Qg_max","QG_min","Qg_med","Qg_mod","Wind_mean","Wind_sd","Wind_max","Wind_min","Wind_med","Wind_mod"
"1",1,13.052367646,15.7975973893053,84.5157369384,0.0102996792,7.891274502,22.6816146,19.3043611111111,1.86833241005032,23.2355,15.5315,19.2875,20.586,22.6865555555556,3.12754779745999,30.743,17.525,23.489,24.392,15.9221666666667,1.68761309885547,18.709,10.407,16.0645,16.78,92.4367870918596,5.50719703263044,98.5196692042066,69.7309088854429,93.6624644447343,93.309934116933,16.5957367767894,10.0065105859635,31.7440674,1.125674892,18.83576178,29.8908054,1.84516282785596,0.444478475975046,2.71351336012064,0.974373919319384,1.88265156570372,1.73992307166611
"2",2,12.6827716346,13.3559357677108,71.42142456,0.5321506824,9.4246404912,16.24603068,19.9713333333333,1.83878615629209,23.2385,14.1805,20.50575,20.6225,23.9398055555556,3.11165481761205,29.892,14.94,24.4525,24.518,16.0028611111111,1.74346994161115,19.829,11.562,16.3385,16.727,91.652749914674,5.40068645405371,98.5082991958319,67.3812159180879,91.6362067963854,94.5291013307766,19.397420675398,9.53381359150587,30.73038138,1.59570036,22.239510017238,22.82490288,1.87627572559677,0.63771133604402,3.57720790526241,0.959710786937864,1.69136796810811,1.24293261259674
"3",3,15.6470785764,21.9630474272627,90.86031972,0.3536225928,8.726406462,8.26893144,19.9312638888889,1.74994018055357,23.317,16.6095,19.938,20.738,23.7095833333333,3.12540878583449,29.887,17.326,23.7385,23.944,16.1529444444444,1.53990838214383,18.351,11.899,16.437,17.532,91.8889568229859,5.08286372895655,98.2615711966182,79.2351380937424,93.3693151080444,90.918926330413,16.93132275337,9.05466944313757,31.81480848,0.815343768,17.77190877,25.0014906,1.8682567823441,0.563340625552213,3.04244303434304,1.05847099182655,1.73563349660655,1.79628538927039
"4",4,14.133024276,13.6855229114991,53.6098836528,0.2180099304,9.0834593652,15.57654984,19.7753611111111,1.64944872873641,23.722,15.6215,19.70325,18.1555,23.6871111111111,2.86319507621197,30.62,16.358,23.6685,20.597,15.8636111111111,2.14668117637805,18.107,9.39100000000002,16.653,15.714,91.3982241569612,5.16534764593922,98.0484581461541,78.2246630850965,92.6588583371027,97.1895479071085,18.661344655855,8.34572323698936,32.833336147704,1.87295634,21.2168677896,8.59589802,1.98297750838699,0.582333181115714,3.60839046485136,1.06321621781914,1.72392697784977,2.28870625290163
"5",5,9.195185649,10.1437344656272,49.9122800928,0,7.208060454,2.77748136,19.617875,1.98325330625861,23.4055,15.492,19.73275,15.527,23.5460555555556,3.05780246904252,28.155,16.391,24.1755,16.811,15.6896944444444,2.038273454519,18.656,8.31900000000002,15.8,14.243,90.9035461255131,5.3125026587935,97.933704869683,78.3414704577335,92.5004708049406,97.3845529431597,20.808945457526,8.81650365328187,33.4434771,2.78218107,22.318927686,5.00084154,2.03182346353803,0.500861156816482,2.95658382780171,0.992740701640687,2.01301107860164,2.04799930308039
"6",6,12.0919469387,11.3290757250732,54.9110556,0.0188827452,8.9444138292,2.2933953,19.6485416666667,1.72036042475739,21.987,14.72,19.90375,14.72,23.6742777777778,2.83591311181739,29.023,16.24,24.076,16.24,15.6228055555556,1.83924327326593,19.251,10.864,15.688,13.2,91.8203262308964,4.40123811067755,97.9767030483988,80.1515793603514,92.9105097681213,96.3217824171399,21.010896123508,9.02057965668505,32.8088515176,1.638675144,22.71160836,6.11521236,1.76259034712792,0.375743374151288,2.50399848309253,0.999666228393138,1.74893487225098,2.07297582478259
"7",7,11.8125218686,12.0127966252276,66.6973602,1.551818232,7.8157428336,1.551818232,19.9753472222222,2.05055992290414,25.557,13.794,20.191,13.794,24.0596388888889,3.20200703267522,32.332,17.399,24.656,17.399,15.8910555555556,1.73835988291829,18.782,10.189,15.871,10.189,91.5269917568306,3.85084128678258,98.0283767994414,84.764357864691,92.1586818205945,93.4795047020663,21.274159653349,8.14808543227984,31.3052733,2.40665562,23.71505688,12.81122046,1.76637569212059,0.413518937971047,2.4845934367216,1.11770921484798,1.69646119566393,2.22849480007439
"8",8,9.7285746816,9.23552316339373,53.64932508,0.0686646,8.2762234452,6.282804528,20.1229305555556,1.83805665291508,23.479,14.4975,20.20025,14.4975,24.3718333333333,2.60592426707191,28.519,18.746,24.446,20.682,15.8740277777778,1.89584113991067,18.722,8.31299999999999,16.1085,8.31299999999999,91.0602215078691,4.56602436624763,97.3183428727245,79.5923581801645,91.2389234451399,93.4064010338553,21.0959080325586,8.02995951904222,31.8212424,2.87696322,21.91460571,18.8814402,1.73622158110997,0.460722445727065,3.05603760615751,0.713718072451001,1.67792369590949,1.69854070916886
"9",9,11.4810002686,9.28168217761164,35.794830276,0.0652313232,10.0404730656,1.000785852,20.1439583333333,1.81739100429709,23.0245,15.3325,20.302,16.561,24.2734166666667,2.88406920240928,29.297,16.582,24.735,20.24,16.0145,1.7521572254958,18.215,10.679,16.2005,12.882,91.4675900677286,4.26569794425924,98.2920427781612,79.7176323688738,92.6097933361707,90.3067582626439,20.184634811476,8.44835413466532,31.022496486,2.038360064004,20.77734492,16.78955418,1.78423435427061,0.427873156276365,2.87203795922851,1.06066789921394,1.68734875478491,2.2719486490187
"10",10,16.0542018157,16.8414719820974,72.1492766784,0.0583648704,12.1622036796,1.5363693,19.9487083333333,1.65419948863923,23.4265,15.488,20.27125,16.7055,23.7720277777778,2.75756964928085,29.015,17.4,24.371,21.766,16.1253888888889,1.53036940970431,18.385,11.645,16.276,17.838,91.7778987486146,5.01560863196834,98.2438619497786,72.5400798466833,92.3538103234301,87.4132715600982,18.0882431586467,8.53202892547431,31.356252288,2.44991196,18.17102889,24.48483372,1.77417353457132,0.460469550911497,3.36269136342602,0.977849209301708,1.78137046252431,1.76134174270901
